Terms,Frequency absolute,Frequency Relative
multiplicador,14,"0,0163339594684463"
on,14,"0,0163339594684463"
rodada,14,"0,0163339594684463"
saulloEmpurra,14,"0,0163339594684463"
SingsNote,14,"0,0163339594684463"
sweet,14,"0,0163339594684463"
tao,14,"0,0163339594684463"
Tiggo,14,"0,0163339594684463"
TransgenderPride,14,"0,0163339594684463"
VEIO,14,"0,0163339594684463"
virar,14,"0,0163339594684463"
voc?s,14,"0,0163339594684463"
volvo,14,"0,0163339594684463"
16,13,"0,015167248077843"
17,13,"0,015167248077843"
150,13,"0,015167248077843"
.,13,"0,015167248077843"
...,13,"0,015167248077843"
[Emote Personalizado 52],13,"0,015167248077843"
50k,13,"0,015167248077843"
achei,13,"0,015167248077843"
aconteceu,13,"0,015167248077843"
agosto,13,"0,015167248077843"
AS,13,"0,015167248077843"
bonito,13,"0,015167248077843"
BOOM,13,"0,015167248077843"
cheguei,13,"0,015167248077843"
coisas,13,"0,015167248077843"
come,13,"0,015167248077843"
cs,13,"0,015167248077843"
DIAMONT,13,"0,015167248077843"
dizer,13,"0,015167248077843"
dnv,13,"0,015167248077843"
drag?o,13,"0,015167248077843"
entendi,13,"0,015167248077843"
falei,13,"0,015167248077843"
falta,13,"0,015167248077843"
filme,13,"0,015167248077843"
game,13,"0,015167248077843"
Gold,13,"0,015167248077843"
gripe,13,"0,015167248077843"
https://clips.twitch.tv/WiseNastyBatPogChamp-Eat1ahjD6upmahnU,13,"0,015167248077843"
irmao,13,"0,015167248077843"
K,13,"0,015167248077843"
KKKK,13,"0,015167248077843"
KKKKKK,13,"0,015167248077843"
KKKKKKKKK,13,"0,015167248077843"
KKKKKKKKKKK,13,"0,015167248077843"
KKKKKKKKKKKKKKK,13,"0,015167248077843"
loss,13,"0,015167248077843"
m?o,13,"0,015167248077843"
nele,13,"0,015167248077843"
normal,13,"0,015167248077843"
numero,13,"0,015167248077843"
pagou,13,"0,015167248077843"
pika,13,"0,015167248077843"
quebrou,13,"0,015167248077843"
rico,13,"0,015167248077843"
Roleta,13,"0,015167248077843"
scam,13,"0,015167248077843"
segunda,13,"0,015167248077843"
SO,13,"0,015167248077843"
tarkov,13,"0,015167248077843"
taspioPaga,13,"0,015167248077843"
tela,13,"0,015167248077843"
tirar,13,"0,015167248077843"
tmj,13,"0,015167248077843"
ultima,13,"0,015167248077843"
vende,13,"0,015167248077843"
VoHiYo,13,"0,015167248077843"
Wanted,13,"0,015167248077843"
X9,13,"0,015167248077843"
24,12,"0,0140005366872397"
400,12,"0,0140005366872397"
777,12,"0,0140005366872397"
??????????,12,"0,0140005366872397"
..,12,"0,0140005366872397"
@jhonny_rush,12,"0,0140005366872397"
15k,12,"0,0140005366872397"
"ai,",12,"0,0140005366872397"
apostei,12,"0,0140005366872397"
bagulho,12,"0,0140005366872397"
BMW,12,"0,0140005366872397"
C,12,"0,0140005366872397"
Cara,12,"0,0140005366872397"
caro,12,"0,0140005366872397"
causa,12,"0,0140005366872397"
chega,12,"0,0140005366872397"
CITY,12,"0,0140005366872397"
COINFLIP,12,"0,0140005366872397"
COMO,12,"0,0140005366872397"
COMPRA,12,"0,0140005366872397"
copa,12,"0,0140005366872397"
CORA??O,12,"0,0140005366872397"
Da,12,"0,0140005366872397"
dai,12,"0,0140005366872397"
dentro,12,"0,0140005366872397"
dono,12,"0,0140005366872397"
EH,12,"0,0140005366872397"
estrat?gia,12,"0,0140005366872397"
faria,12,"0,0140005366872397"
festa,12,"0,0140005366872397"
FORROU,12,"0,0140005366872397"
fudeu,12,"0,0140005366872397"
gates,12,"0,0140005366872397"
geral,12,"0,0140005366872397"
gold,12,"0,0140005366872397"
hrs,12,"0,0140005366872397"
isso?,12,"0,0140005366872397"
janta,12,"0,0140005366872397"
KKKKK,12,"0,0140005366872397"
KKKKKKKKKKKKKKKKKKK,12,"0,0140005366872397"
Live,12,"0,0140005366872397"
MALUCO,12,"0,0140005366872397"
Match,12,"0,0140005366872397"
MDS,12,"0,0140005366872397"
meses,12,"0,0140005366872397"
milh?es,12,"0,0140005366872397"
moro,12,"0,0140005366872397"
negativo,12,"0,0140005366872397"
NOIS,12,"0,0140005366872397"
NonbinaryPride,12,"0,0140005366872397"
nossa,12,"0,0140005366872397"
numa,12,"0,0140005366872397"
OU,12,"0,0140005366872397"
PAGANDO,12,"0,0140005366872397"
pao,12,"0,0140005366872397"
parar,12,"0,0140005366872397"
pessoas,12,"0,0140005366872397"
placa,12,"0,0140005366872397"
PODE,12,"0,0140005366872397"
poderia,12,"0,0140005366872397"
Pro,12,"0,0140005366872397"
problema,12,"0,0140005366872397"
QUANDO,12,"0,0140005366872397"
RAIO,12,"0,0140005366872397"
saca,12,"0,0140005366872397"
Scratch,12,"0,0140005366872397"
ser?,12,"0,0140005366872397"
sera,12,"0,0140005366872397"
slots,12,"0,0140005366872397"
teve,12,"0,0140005366872397"
tiver,12,"0,0140005366872397"
tomou,12,"0,0140005366872397"
total,12,"0,0140005366872397"
Tu,12,"0,0140005366872397"
tua,12,"0,0140005366872397"
usar,12,"0,0140005366872397"
valeu,12,"0,0140005366872397"
vira,12,"0,0140005366872397"
VOCE,12,"0,0140005366872397"
11,11,"0,0128338252966364"
23,11,"0,0128338252966364"
26,11,"0,0128338252966364"
32,11,"0,0128338252966364"
58,11,"0,0128338252966364"
[Emote Personalizado 21],11,"0,0128338252966364"
@vxbarcellos,11,"0,0128338252966364"
1kk,11,"0,0128338252966364"
1M,11,"0,0128338252966364"
200k,11,"0,0128338252966364"
35%,11,"0,0128338252966364"
acabei,11,"0,0128338252966364"
algu?m,11,"0,0128338252966364"
apostar,11,"0,0128338252966364"
AQUELA,11,"0,0128338252966364"
aqueles,11,"0,0128338252966364"
ark,11,"0,0128338252966364"
bait,11,"0,0128338252966364"
biro,11,"0,0128338252966364"
BONANZA,11,"0,0128338252966364"
chance,11,"0,0128338252966364"
chegar,11,"0,0128338252966364"
chegou,11,"0,0128338252966364"
codigo,11,"0,0128338252966364"
COLOCA,11,"0,0128338252966364"
come?ar,11,"0,0128338252966364"
Como,11,"0,0128338252966364"
Confia,11,"0,0128338252966364"
consegue,11,"0,0128338252966364"
contrato,11,"0,0128338252966364"
cria,11,"0,0128338252966364"
dei,11,"0,0128338252966364"
direto,11,"0,0128338252966364"
discord,11,"0,0128338252966364"
dormir,11,"0,0128338252966364"
duvido,11,"0,0128338252966364"
Entra,11,"0,0128338252966364"
fake,11,"0,0128338252966364"
forte,11,"0,0128338252966364"
GIFTS,11,"0,0128338252966364"
GREAT,11,"0,0128338252966364"
Kreygasm,11,"0,0128338252966364"
legal,11,"0,0128338252966364"
LIVRO,11,"0,0128338252966364"
m?e,11,"0,0128338252966364"
maga,11,"0,0128338252966364"
mal,11,"0,0128338252966364"
meia,11,"0,0128338252966364"
mlk,11,"0,0128338252966364"
musk,11,"0,0128338252966364"
MyAvatar,11,"0,0128338252966364"
ningu?m,11,"0,0128338252966364"
Olha,11,"0,0128338252966364"
OS,11,"0,0128338252966364"
passando,11,"0,0128338252966364"
PC,11,"0,0128338252966364"
picanha,11,"0,0128338252966364"
precisa,11,"0,0128338252966364"
Que,11,"0,0128338252966364"
recupera,11,"0,0128338252966364"
rover,11,"0,0128338252966364"
rua,11,"0,0128338252966364"
SABE,11,"0,0128338252966364"
saber,11,"0,0128338252966364"
sabunda,11,"0,0128338252966364"
serve,11,"0,0128338252966364"
SIM,11,"0,0128338252966364"
sirmico,11,"0,0128338252966364"
"skipinho,",11,"0,0128338252966364"
Skipnho,11,"0,0128338252966364"
sonho,11,"0,0128338252966364"
splash,11,"0,0128338252966364"
tamo,11,"0,0128338252966364"
tipo,11,"0,0128338252966364"
turbo,11,"0,0128338252966364"
volto,11,"0,0128338252966364"
WANTED,11,"0,0128338252966364"
zerou,11,"0,0128338252966364"
33,10,"0,0116671139060331"
59,10,"0,0116671139060331"
[Emote Personalizado 12]_SG,10,"0,0116671139060331"
[Emote Personalizado 14],10,"0,0116671139060331"
[Emote Personalizado 9],10,"0,0116671139060331"
[URL Externa],10,"0,0116671139060331"
@fxptrem33,10,"0,0116671139060331"
@StereOnline,10,"0,0116671139060331"
=,10,"0,0116671139060331"
30k,10,"0,0116671139060331"
ABRIR,10,"0,0116671139060331"
acaba,10,"0,0116671139060331"
Agora,10,"0,0116671139060331"
alta,10,"0,0116671139060331"
AND,10,"0,0116671139060331"
aumenta,10,"0,0116671139060331"
B,10,"0,0116671139060331"
bate,10,"0,0116671139060331"
bateu,10,"0,0116671139060331"
BLACK,10,"0,0116671139060331"
Black,10,"0,0116671139060331"
braba,10,"0,0116671139060331"
cagada,10,"0,0116671139060331"
ceia,10,"0,0116671139060331"
chamar,10,"0,0116671139060331"
city,10,"0,0116671139060331"
clica,10,"0,0116671139060331"
clip,10,"0,0116671139060331"
come?ou,10,"0,0116671139060331"
consigo,10,"0,0116671139060331"
currently,10,"0,0116671139060331"
da?,10,"0,0116671139060331"
DEUS,10,"0,0116671139060331"
diz,10,"0,0116671139060331"
doido,10,"0,0116671139060331"
ducati,10,"0,0116671139060331"
esperando,10,"0,0116671139060331"
esquerda,10,"0,0116671139060331"
estouro,10,"0,0116671139060331"
favor,10,"0,0116671139060331"
feio,10,"0,0116671139060331"
foram,10,"0,0116671139060331"
forma,10,"0,0116671139060331"
funciona,10,"0,0116671139060331"
gastar,10,"0,0116671139060331"
house,10,"0,0116671139060331"
investir,10,"0,0116671139060331"
japonesa,10,"0,0116671139060331"
junto,10,"0,0116671139060331"
Kkkkkk,10,"0,0116671139060331"
KKKKKKKKKKKKKKKKKKKK,10,"0,0116671139060331"
kkkkkkkkkkkkkkkkkkkkkkkkkkkk,10,"0,0116671139060331"
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,10,"0,0116671139060331"
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,10,"0,0116671139060331"
LEADERS,10,"0,0116671139060331"
lighting,10,"0,0116671139060331"
lingui?a,10,"0,0116671139060331"
mao,10,"0,0116671139060331"
Mas,10,"0,0116671139060331"
MESMO,10,"0,0116671139060331"
Meu,10,"0,0116671139060331"
minimo,10,"0,0116671139060331"
month,10,"0,0116671139060331"
"months,",10,"0,0116671139060331"
Muito,10,"0,0116671139060331"
nenhum,10,"0,0116671139060331"
ninguem,10,"0,0116671139060331"
nosso,10,"0,0116671139060331"
oi,10,"0,0116671139060331"
oque,10,"0,0116671139060331"
p,10,"0,0116671139060331"
pago,10,"0,0116671139060331"
papai,10,"0,0116671139060331"
partir,10,"0,0116671139060331"
passeio,10,"0,0116671139060331"
perto,10,"0,0116671139060331"
plataforma,10,"0,0116671139060331"
pros,10,"0,0116671139060331"
Quem,10,"0,0116671139060331"
QUENNIE,10,"0,0116671139060331"
rei,10,"0,0116671139060331"
rodando,10,"0,0116671139060331"
rouba,10,"0,0116671139060331"
sabia,10,"0,0116671139060331"
saco,10,"0,0116671139060331"
SANTA?S,10,"0,0116671139060331"
sendo,10,"0,0116671139060331"
"sim,",10,"0,0116671139060331"
SKIPNHO,10,"0,0116671139060331"
SNAKE,10,"0,0116671139060331"
stack,10,"0,0116671139060331"
streak!,10,"0,0116671139060331"
SWEET,10,"0,0116671139060331"
tivesse,10,"0,0116671139060331"
TUDO,10,"0,0116671139060331"
Um,10,"0,0116671139060331"
vejo,10,"0,0116671139060331"
vender,10,"0,0116671139060331"
VEZ,10,"0,0116671139060331"
voltar,10,"0,0116671139060331"
VOU,10,"0,0116671139060331"
voz,10,"0,0116671139060331"
xxx,10,"0,0116671139060331"
Z1000R,10,"0,0116671139060331"
4,9,"0,0105004025154298"
5,9,"0,0105004025154298"
375,9,"0,0105004025154298"
2022,9,"0,0105004025154298"
?.,9,"0,0105004025154298"
[Emote Personalizado 4],9,"0,0105004025154298"
[URL Twitch],9,"0,0105004025154298"
@fggjesse,9,"0,0105004025154298"
@TynNhosO,9,"0,0105004025154298"
>(,9,"0,0105004025154298"
2020Gift,9,"0,0105004025154298"
2k,9,"0,0105004025154298"
ALGO,9,"0,0105004025154298"
alto,9,"0,0105004025154298"
anubis,9,"0,0105004025154298"
Ark,9,"0,0105004025154298"
b?nus?,9,"0,0105004025154298"
bater,9,"0,0105004025154298"
bobo,9,"0,0105004025154298"
"bom,",9,"0,0105004025154298"
c,9,"0,0105004025154298"
CABRITO,9,"0,0105004025154298"
care,9,"0,0105004025154298"
carnaval,9,"0,0105004025154298"
celta,9,"0,0105004025154298"
CERTO?,9,"0,0105004025154298"
cod,9,"0,0105004025154298"
come?a,9,"0,0105004025154298"
conteudo,9,"0,0105004025154298"
contra,9,"0,0105004025154298"
cora??o,9,"0,0105004025154298"
dava,9,"0,0105004025154298"
desde,9,"0,0105004025154298"
devo,9,"0,0105004025154298"
dica,9,"0,0105004025154298"
dice?,9,"0,0105004025154298"
dois,9,"0,0105004025154298"
duas,9,"0,0105004025154298"
duro,9,"0,0105004025154298"
ein,9,"0,0105004025154298"
EleGiggle,9,"0,0105004025154298"
ERA,9,"0,0105004025154298"
est?o,9,"0,0105004025154298"
ESTRAT?GIA,9,"0,0105004025154298"
fechar,9,"0,0105004025154298"
forro,9,"0,0105004025154298"
fruit,9,"0,0105004025154298"
fudido,9,"0,0105004025154298"
FUJA,9,"0,0105004025154298"
full,9,"0,0105004025154298"
galo,9,"0,0105004025154298"
ganhando,9,"0,0105004025154298"
GO,9,"0,0105004025154298"
gta,9,"0,0105004025154298"
h2r,9,"0,0105004025154298"
hein,9,"0,0105004025154298"
jogou,9,"0,0105004025154298"
KappaRoss,9,"0,0105004025154298"
KKK,9,"0,0105004025154298"
Kkkkkkk,9,"0,0105004025154298"
KKKKKKKK,9,"0,0105004025154298"
Kkkkkkkkkk,9,"0,0105004025154298"
KKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,9,"0,0105004025154298"
l,9,"0,0105004025154298"
"l?,",9,"0,0105004025154298"
linda,9,"0,0105004025154298"
live?,9,"0,0105004025154298"
loco,9,"0,0105004025154298"
lucras,9,"0,0105004025154298"
lugar,9,"0,0105004025154298"
maluca,9,"0,0105004025154298"
MATEM?TICA,9,"0,0105004025154298"
ME,9,"0,0105004025154298"
merece,9,"0,0105004025154298"
min,9,"0,0105004025154298"
mina,9,"0,0105004025154298"
money,9,"0,0105004025154298"
monte,9,"0,0105004025154298"
mulher,9,"0,0105004025154298"
musica,9,"0,0105004025154298"
n?mero,9,"0,0105004025154298"
n?meros,9,"0,0105004025154298"
nasceu,9,"0,0105004025154298"
ngm,9,"0,0105004025154298"
"novo,",9,"0,0105004025154298"
numeros,9,"0,0105004025154298"
ovo,9,"0,0105004025154298"
P?scoa,9,"0,0105004025154298"
parou,9,"0,0105004025154298"
parte,9,"0,0105004025154298"
pena,9,"0,0105004025154298"
pizza,9,"0,0105004025154298"
propaganda,9,"0,0105004025154298"
QUAL,9,"0,0105004025154298"
quarta,9,"0,0105004025154298"
rosa,9,"0,0105004025154298"
sapo,9,"0,0105004025154298"
sentido,9,"0,0105004025154298"
SER,9,"0,0105004025154298"
series,9,"0,0105004025154298"
Sim,9,"0,0105004025154298"
Skip?,9,"0,0105004025154298"
skipe,9,"0,0105004025154298"
SKIPPP,9,"0,0105004025154298"
slc,9,"0,0105004025154298"
som,9,"0,0105004025154298"
SUA,9,"0,0105004025154298"
suave,9,"0,0105004025154298"
taspioFuja,9,"0,0105004025154298"
tb,9,"0,0105004025154298"
tiro,9,"0,0105004025154298"
tomando,9,"0,0105004025154298"
trabalha,9,"0,0105004025154298"
v?o,9,"0,0105004025154298"
v?rios,9,"0,0105004025154298"
vamo,9,"0,0105004025154298"
Vc,9,"0,0105004025154298"
verdade,9,"0,0105004025154298"
VIRAR,9,"0,0105004025154298"
virou,9,"0,0105004025154298"
Wild,9,"0,0105004025154298"
zero,9,"0,0105004025154298"
2,8,"0,00933369112482645"
14,8,"0,00933369112482645"
35,8,"0,00933369112482645"
45,8,"0,00933369112482645"
273,8,"0,00933369112482645"
!blaze,8,"0,00933369112482645"
????????????,8,"0,00933369112482645"
[Emote Personalizado 11]_SG,8,"0,00933369112482645"
[Emote Personalizado 58],8,"0,00933369112482645"
@hulksovietico,8,"0,00933369112482645"
@jackchan7,8,"0,00933369112482645"
1m,8,"0,00933369112482645"
4k,8,"0,00933369112482645"
500k,8,"0,00933369112482645"
58k,8,"0,00933369112482645"
Abalo,8,"0,00933369112482645"
achar,8,"0,00933369112482645"
Argentina,8,"0,00933369112482645"
BALL,8,"0,00933369112482645"
banco,8,"0,00933369112482645"
BJ,8,"0,00933369112482645"
blaze?,8,"0,00933369112482645"
bleedPurple,8,"0,00933369112482645"
bola,8,"0,00933369112482645"
BOM,8,"0,00933369112482645"
bom?,8,"0,00933369112482645"
bonsai,8,"0,00933369112482645"
BOTA,8,"0,00933369112482645"
BRANCO,8,"0,00933369112482645"
cabelo,8,"0,00933369112482645"
Calma,8,"0,00933369112482645"
canto,8,"0,00933369112482645"
caso,8,"0,00933369112482645"
celular,8,"0,00933369112482645"
cheio,8,"0,00933369112482645"
cobra,8,"0,00933369112482645"
coe,8,"0,00933369112482645"
comida,8,"0,00933369112482645"
compraria,8,"0,00933369112482645"
conhece,8,"0,00933369112482645"
conseguir,8,"0,00933369112482645"
contas,8,"0,00933369112482645"
De,8,"0,00933369112482645"
desce,8,"0,00933369112482645"
double,8,"0,00933369112482645"
elon,8,"0,00933369112482645"
empresa,8,"0,00933369112482645"
entao,8,"0,00933369112482645"
entrar,8,"0,00933369112482645"
esquema,8,"0,00933369112482645"
estrategia,8,"0,00933369112482645"
f?,8,"0,00933369112482645"
faltou,8,"0,00933369112482645"
fazia,8,"0,00933369112482645"
FICA,8,"0,00933369112482645"
fiquei,8,"0,00933369112482645"
Fiz,8,"0,00933369112482645"
foge,8,"0,00933369112482645"
foguete,8,"0,00933369112482645"
FORRAR,8,"0,00933369112482645"
forrei,8,"0,00933369112482645"
foto,8,"0,00933369112482645"
frente,8,"0,00933369112482645"
FUJAS,8,"0,00933369112482645"
futuro,8,"0,00933369112482645"
gaulesBr,8,"0,00933369112482645"
giro,8,"0,00933369112482645"
giros,8,"0,00933369112482645"
goleiro,8,"0,00933369112482645"
grupo,8,"0,00933369112482645"
herdeiro,8,"0,00933369112482645"
hop,8,"0,00933369112482645"
https://clips.twitch.tv/LachrymoseDifferentAsteriskVoteNay-jas8Z31CdCBuvQUi,8,"0,00933369112482645"
hunt,8,"0,00933369112482645"
IH,8,"0,00933369112482645"
infinito,8,"0,00933369112482645"
investiria,8,"0,00933369112482645"
jogador,8,"0,00933369112482645"
"jogador,",8,"0,00933369112482645"
jon,8,"0,00933369112482645"
Kkkkkkkkkkk,8,"0,00933369112482645"
Kkkkkkkkkkkk,8,"0,00933369112482645"
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,8,"0,00933369112482645"
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,8,"0,00933369112482645"
KRL,8,"0,00933369112482645"
ksksksks,8,"0,00933369112482645"
leva,8,"0,00933369112482645"
lima,8,"0,00933369112482645"
lucrar,8,"0,00933369112482645"
m?s,8,"0,00933369112482645"
mandar,8,"0,00933369112482645"
Mano,8,"0,00933369112482645"
mchRatofeliz,8,"0,00933369112482645"
MELHOR,8,"0,00933369112482645"
mostra,8,"0,00933369112482645"
muda,8,"0,00933369112482645"
Na,8,"0,00933369112482645"
NATAL,8,"0,00933369112482645"
nenhuma,8,"0,00933369112482645"
nisso,8,"0,00933369112482645"
nitro,8,"0,00933369112482645"
Nunca,8,"0,00933369112482645"
OLHA,8,"0,00933369112482645"
olhada,8,"0,00933369112482645"
otario,8,"0,00933369112482645"
OUTRA,8,"0,00933369112482645"
pa,8,"0,00933369112482645"
pegando,8,"0,00933369112482645"
pequeno,8,"0,00933369112482645"
pesquisa,8,"0,00933369112482645"
pobre,8,"0,00933369112482645"
podcast,8,"0,00933369112482645"
presente,8,"0,00933369112482645"
Qual,8,"0,00933369112482645"
realmente,8,"0,00933369112482645"
rindo,8,"0,00933369112482645"
risco,8,"0,00933369112482645"
rolar,8,"0,00933369112482645"
roubar,8,"0,00933369112482645"
rs,8,"0,00933369112482645"
safado,8,"0,00933369112482645"
SEU,8,"0,00933369112482645"
SkipNhO,8,"0,00933369112482645"
ss,8,"0,00933369112482645"
Stereo,8,"0,00933369112482645"
story,8,"0,00933369112482645"
subir,8,"0,00933369112482645"
"tamb?m,",8,"0,00933369112482645"
tentar,8,"0,00933369112482645"
teoria,8,"0,00933369112482645"
terra,8,"0,00933369112482645"
tio,8,"0,00933369112482645"
tonelada,8,"0,00933369112482645"
ultimo,8,"0,00933369112482645"
vara,8,"0,00933369112482645"
vaza,8,"0,00933369112482645"
viciado,8,"0,00933369112482645"
VOLTA,8,"0,00933369112482645"
warzone,8,"0,00933369112482645"
xir,8,"0,00933369112482645"
zerar,8,"0,00933369112482645"
46,7,"0,00816697973422315"
51,7,"0,00816697973422315"
120,7,"0,00816697973422315"
160,7,"0,00816697973422315"
:(,7,"0,00816697973422315"
[Emote Personalizado 33],7,"0,00816697973422315"
@cleitium4i20,7,"0,00816697973422315"
@Renan_RJ,7,"0,00816697973422315"
@rulyansc,7,"0,00816697973422315"
"0,01",7,"0,00816697973422315"
300k,7,"0,00816697973422315"
A?,7,"0,00816697973422315"
acabar,7,"0,00816697973422315"
amo,7,"0,00816697973422315"
Ano,7,"0,00816697973422315"
apostando,7,"0,00816697973422315"
Aquele,7,"0,00816697973422315"
"Argentina,",7,"0,00816697973422315"
atras,7,"0,00816697973422315"
aulas,7,"0,00816697973422315"
B?nus,7,"0,00816697973422315"
bambu,7,"0,00816697973422315"
banca?,7,"0,00816697973422315"
barato,7,"0,00816697973422315"
BEMMMM,7,"0,00816697973422315"
bj,7,"0,00816697973422315"
bobbyz9Ban,7,"0,00816697973422315"
